Obj1,Obj2,Figure1,Figure2,Acc,Acc_exp_transform,RT,Skel,Skel_log_transformed,GBJ,GIST,HMAX,conv1,conv2,conv3,conv4,conv5,fc6,fc7,fc8
23,83,Figure_23,Figure_83,0.885714286,2.424715714,1966.514286,131.13,4.88,210.86,0.1296,0.39,29657.19,22843.56,13550.02,7077.81,3544.05,570.92,189.07,46.14
234,100,Figure_234,Figure_100,0.891891892,2.439741014,2349.027027,89.02,4.49,218.73,0.0911,0.38,30144.07,23638.83,13592.82,7002.77,3417.18,522.25,178.11,44.28
234,103,Figure_234,Figure_103,0.878787879,2.407979175,2516.121212,87.28,4.47,239.27,0.1145,0.43,30139.8,24369.6,14959.11,7615.25,3733.53,564.6,174.87,43.18
234,106,Figure_234,Figure_106,0.885714286,2.424715714,2495.171429,78.62,4.36,225.44,0.1123,0.56,30145.85,23978.27,13981.72,7242.22,3629.21,607.59,197.06,48.62
234,107,Figure_234,Figure_107,0.852941176,2.346538295,1939.117647,83.18,4.42,248.33,0.1271,0.7,30725.86,25137.49,15148.79,7618.17,3716.1,572,184.42,43.64
234,108,Figure_234,Figure_108,0.736842105,2.08932721,2635.894737,83.61,4.43,234.49,0.1413,0.26,30592.71,24965.78,14860.37,7655.82,3733.72,569.61,185.81,49.11
234,116,Figure_234,Figure_116,0.96969697,2.637145204,2021.484848,89.35,4.49,194.76,0.0957,0.16,27079.22,20308.86,12454.65,6459.97,3322.31,544.88,182.38,43.75
234,117,Figure_234,Figure_117,0.935483871,2.548446279,2425.258065,94,4.54,227,0.1391,0.24,30689.98,24409.18,14758.82,7553.59,3739.82,558.19,181.21,42.08
234,23,Figure_234,Figure_23,0.848484848,2.336104616,2333.212121,111.95,4.72,250.68,0.1544,0.74,33963.14,26434.57,15606.47,7918.75,3836.97,620.07,204.04,47.47
234,266,Figure_234,Figure_266,0.852941176,2.346538295,2469.941176,98.13,4.59,257.43,0.1127,0.32,32236.25,27259.18,16047.47,8117.13,3969.25,591.41,179.67,40.53
234,31,Figure_234,Figure_31,0.6875,1.98873747,2751.09375,90.62,4.51,218.98,0.0953,0.19,29683.66,22796.07,13733.87,6955.97,3482.09,525.09,172.92,37.86
234,32,Figure_234,Figure_32,0.741935484,2.099996092,2316.709677,108.64,4.69,202.26,0.093,0.17,29033.77,21843.9,13171.52,6840.38,3426.85,525.9,186.85,40.77
234,36,Figure_234,Figure_36,0.828571429,2.290044911,2284.914286,118.72,4.78,233.46,0.1458,0.36,31896.7,25734.92,15104.52,7777.74,3821.42,579.49,185.27,44.98
234,39,Figure_234,Figure_39,0.947368421,2.578914106,2671.184211,83.11,4.42,257.13,0.1341,0.48,31227.39,25664.43,16048.42,8090.54,4029.37,602.61,190.24,43.38
234,43,Figure_234,Figure_43,0.911764706,2.488710503,2460.058824,92.22,4.52,220.46,0.1228,0.22,29199.93,23440.67,14442.82,7446.17,3649.66,503.83,159.23,39.98
234,44,Figure_234,Figure_44,0.861111111,2.365787887,2030.111111,126.45,4.84,217.74,0.1293,0.21,29559.43,24052.61,14030.4,7170.34,3537.53,547.62,176.85,41.55
234,48,Figure_234,Figure_48,0.787878788,2.198727509,2446.515152,101.91,4.62,210.94,0.0789,0.21,30133.01,22881.33,13139.26,6682.49,3211.89,512.9,183.87,44.48
234,56,Figure_234,Figure_56,0.8125,2.253534787,1910.03125,75.1,4.32,218.32,0.0942,0.21,29454.54,23661.19,13834.78,7167.77,3513.48,568.37,183.67,44.37
234,61,Figure_234,Figure_61,0.8125,2.253534787,2292.8125,100.16,4.61,231.97,0.1321,0.16,31686.8,25348.11,15085.49,7767.8,3719.32,522.51,171.7,38.75
234,71,Figure_234,Figure_71,0.852941176,2.346538295,1836.558824,81.03,4.39,213.82,0.0874,0.16,30620.87,23888.37,13912.4,7149.27,3458.83,495.54,168.83,41.67
234,76,Figure_234,Figure_76,0.709677419,2.033335238,2380.419355,107.06,4.67,224.74,0.1288,0.2,31661.13,24887.61,14388.85,7444.68,3548.31,508.87,167.31,40.99
234,83,Figure_234,Figure_83,0.875,2.398875294,2658.59375,83.88,4.43,220.99,0.1041,0.19,29782.73,24397.71,14010.15,7243.84,3553.65,521.86,169.74,40.96
234,85,Figure_234,Figure_85,0.810810811,2.249731354,2442.189189,80.22,4.38,194.75,0.0901,0.14,28749.17,20933.31,12464.32,6399.53,3156.54,473.83,160.91,38.2
234,90,Figure_234,Figure_90,0.875,2.398875294,2129.5625,101.55,4.62,199.3,0.0821,0.18,29152.82,22635.53,12816.58,6715.34,3304.92,506.62,167,39.6
266,100,Figure_266,Figure_100,0.965517241,2.626145655,2287.482759,104.95,4.65,203.32,0.0718,0.31,27549.05,21750.98,13067.46,6868.86,3412.16,495.4,159.96,42.04
266,103,Figure_266,Figure_103,0.896551724,2.451136327,2437.862069,64.18,4.16,184.4,0.0623,0.1,27400.47,20977.59,11531.05,5931.52,2869.15,416.7,133.43,35.59
266,106,Figure_266,Figure_106,0.909090909,2.482065084,1556.939394,105.72,4.66,186.6,0.0721,0.21,27303.15,21245.67,12222.64,6450.93,3234.52,534.56,168.49,46.65
266,107,Figure_266,Figure_107,0.870967742,2.389221885,2108.612903,83.74,4.43,189.41,0.0782,0.24,27667.26,21518.26,12157.22,6278.28,3065.04,460.15,142.92,38.46
266,108,Figure_266,Figure_108,0.909090909,2.482065084,2416.69697,103.29,4.64,225.55,0.1182,0.16,27826.64,22786.28,13908.01,7182.72,3539.18,530.91,172.72,43.74
266,116,Figure_266,Figure_116,0.941176471,2.562994935,1986.647059,81.04,4.39,233.82,0.0904,0.42,27061.5,23528.08,14792.35,7592,3905.47,589.88,178.14,44.91
266,23,Figure_266,Figure_23,0.918918919,2.50657911,2632.756757,121.21,4.8,204.49,0.1124,0.34,30619.8,22978.4,12731.12,6547.58,3192.54,507.1,163.59,43.68
266,32,Figure_266,Figure_32,0.882352941,2.41657909,2246.558824,79.89,4.38,251.43,0.1126,0.41,28554.62,24848.38,16051.17,8190.09,4214.96,667.36,221.64,42.55
266,39,Figure_266,Figure_39,0.8125,2.253534787,2695.5,84.38,4.44,189.28,0.0796,0.09,27168.24,21018.35,11654.7,5946.4,2914.99,394.1,128.46,35.32
266,43,Figure_266,Figure_43,0.909090909,2.482065084,2598.454545,89.72,4.5,222.53,0.0923,0.14,27699.74,23693.02,14300.82,7349.54,3604.02,533.89,169.09,42.73
266,44,Figure_266,Figure_44,0.875,2.398875294,2727.71875,86.97,4.47,217.12,0.1018,0.15,27033.81,22813.57,13771.05,7048.62,3458.94,490.68,154.42,40.8
266,48,Figure_266,Figure_48,0.833333333,2.30097589,2934.083333,85.12,4.44,200.3,0.0724,0.15,27811.83,22343.5,13255.18,6962.11,3472.51,564.64,197.9,42.36
266,56,Figure_266,Figure_56,0.971428571,2.641715643,2707.114286,95.3,4.56,209.89,0.0802,0.17,26405.36,21407.13,13193.61,6834.81,3462.8,515.34,160.82,44.34
266,76,Figure_266,Figure_76,0.9375,2.553589458,2544.15625,85.78,4.45,227.21,0.1233,0.26,30957.76,25943.1,15034.92,7626.98,3635.19,540.36,160.5,43.66
266,83,Figure_266,Figure_83,0.90625,2.47502377,2262.96875,83.27,4.42,204.78,0.0729,0.06,26252.02,21299.7,13425.94,7088.11,3484.01,525.89,161.1,40.8
266,90,Figure_266,Figure_90,0.941176471,2.562994935,2689.382353,87.24,4.47,213.97,0.0716,0.19,27779.62,23370.57,13934.06,7257.21,3665.81,534.63,159.02,39.89
31,100,Figure_31,Figure_100,0.870967742,2.389221885,2041.967742,104.38,4.65,185.31,0.0653,0.23,26305.61,20047.15,11526.61,6180.68,3065.32,430.7,160.1,38.85
31,103,Figure_31,Figure_103,0.611111111,1.842477459,2237.722222,113.07,4.73,192.48,0.0714,0.15,26082.1,20242.86,11711.05,6012.61,2882.95,479.5,164.4,38.65
31,106,Figure_31,Figure_106,0.848484848,2.336104616,1966.757576,111.26,4.71,177.51,0.075,0.24,25163.24,18759.97,10920.18,5903.04,2980.72,443.78,158.13,38.55
31,107,Figure_31,Figure_107,0.9,2.459603111,2333.033333,112.72,4.72,180.28,0.0725,0.32,26122.47,19832.48,11435.26,5917.48,2831.11,434.24,160.75,36.06
31,108,Figure_31,Figure_108,0.5,1.648721271,2381.176471,72.75,4.29,228.64,0.1258,0.17,26791.76,22482.11,13962.54,7279.84,3613.5,585.49,193.64,49.48
31,116,Figure_31,Figure_116,0.805555556,2.237939454,3004.75,93.2,4.53,177.57,0.058,0.24,25545.2,20565.88,11813.37,6289.88,3203.42,434.48,154.08,36.21
31,23,Figure_31,Figure_23,0.882352941,2.41657909,2392.705882,144.59,4.97,202.05,0.1038,0.36,29978.12,22370.38,12636.91,6508.29,3158.41,470.38,166.02,38.91
31,266,Figure_31,Figure_266,0.888888889,2.432425455,2237.416667,116.35,4.76,196.92,0.0807,0.11,27646.06,21607.3,12271.69,6374.99,3189.84,485.35,158.7,36.76
31,32,Figure_31,Figure_32,0.777777778,2.176629932,2669.472222,104.19,4.65,209.26,0.0783,0.25,27045.88,22527.46,13825,7307.33,3703.86,499.01,162.1,32.34
31,39,Figure_31,Figure_39,0.78125,2.184200811,2601.25,98.29,4.59,195.63,0.0809,0.17,26635.82,20719.43,12446.91,6427.73,3122.4,467.09,168.5,35.75
31,43,Figure_31,Figure_43,0.558823529,1.748614096,3027.911765,96.31,4.57,206.09,0.0827,0.09,26677.7,22281.71,13281.22,6951.72,3383.22,451.77,139.08,32.83
31,44,Figure_31,Figure_44,0.612903226,1.845782351,2635.290323,119.48,4.78,209.24,0.0982,0.15,26329.42,22266.04,13018.6,6753.29,3255.92,502.61,179.49,40.9
31,48,Figure_31,Figure_48,0.666666667,1.947734042,3281.583333,88.38,4.48,163.49,0.0487,0.06,26760.98,20165.47,10822.68,5735.16,2757.15,415.01,146.29,35.64
31,56,Figure_31,Figure_56,0.823529412,2.278527525,1915,80.3,4.39,200.96,0.0722,0.19,25701.81,21258.93,12527.91,6566.87,3172.3,469.29,167.57,39.84
31,76,Figure_31,Figure_76,0.727272727,2.069429007,2244.454545,123.18,4.81,215.95,0.1172,0.16,28616.39,22873.41,13369.33,6957.58,3403.76,533.09,187.46,44.33
31,83,Figure_31,Figure_83,0.702702703,2.019202644,2207.486486,74.81,4.31,201.24,0.0921,0.1,25386.36,21349.23,13115.42,6922,3427.8,518.71,177.11,40.56
31,90,Figure_31,Figure_90,0.621621622,1.861944966,2871.351351,100.93,4.61,183.37,0.0651,0.13,26794.42,22212.07,12377.96,6514.36,3251.36,396.74,130.47,30.02
32,100,Figure_32,Figure_100,0.864864865,2.374685161,2719.432432,118.55,4.78,201.21,0.068,0.53,25809.56,20230.04,11965.36,6189.48,3010.81,496.96,204.76,42.93
32,103,Figure_32,Figure_103,0.533333333,1.704604865,2176.766667,64.15,4.16,208.19,0.0938,0.62,26499.97,21823.12,14236.98,7384.09,3784.72,620.75,212.35,43.6
32,106,Figure_32,Figure_106,0.882352941,2.41657909,1843.823529,118.13,4.77,209.19,0.0883,0.78,26466.1,21830.05,13229.37,6994.79,3494.32,608.63,233.25,49.28
32,107,Figure_32,Figure_107,0.793103448,2.210245174,2036.758621,91.1,4.51,218.3,0.1019,0.93,26837.24,22165.95,14221.41,7397.26,3726.17,617.59,233.5,44.34
32,108,Figure_32,Figure_108,0.805555556,2.237939454,2180.055556,107.94,4.68,199.16,0.0894,0.25,26401.95,21409.53,12514.38,6592.02,3334.05,597.51,207.19,50.09
32,116,Figure_32,Figure_116,0.588235294,1.800807714,2776.588235,60.93,4.11,159.79,0.0363,0,23273.27,16788.99,9652.94,5119.54,2549.78,443.21,182.65,38.29
32,23,Figure_32,Figure_23,0.90625,2.47502377,2029.3125,149.99,5.01,236.56,0.1555,1,31136.94,24919.88,15685.88,8047.29,4080.13,672.95,245.04,50.19
32,39,Figure_32,Figure_39,0.35483871,1.425950644,1976.645161,59.46,4.09,218.12,0.098,0.63,27010.57,22365.88,14948.11,7665.91,4039.5,648.89,236.6,44.03
32,43,Figure_32,Figure_43,0.705882353,2.02563322,2395.852941,114.57,4.74,174.05,0.072,0.2,25439.32,19369.12,11529.97,6060.01,3002.08,445.42,153.82,33.11
32,44,Figure_32,Figure_44,0.676470588,1.966923384,2775.294118,141.92,4.96,197.89,0.0867,0.17,25851.06,21236.92,12433.6,6521.13,3271.64,583.41,225.21,46.57
32,48,Figure_32,Figure_48,0.75,2.117000017,2123.861111,117.55,4.77,182.42,0.0701,0.31,26632.18,20731.16,12582.25,6516.21,3228.29,465.1,147.93,34.85
32,56,Figure_32,Figure_56,0.848484848,2.336104616,2453.727273,112.14,4.72,182.68,0.0552,0.25,25601.35,20043.25,12070.02,6411.86,3262.74,567.3,220.29,48.2
32,76,Figure_32,Figure_76,0.911764706,2.488710503,2363.235294,111.94,4.72,194.99,0.0878,0.27,27940.07,21390.5,13137.95,6973.32,3489.03,580.72,229.59,50.02
32,83,Figure_32,Figure_83,0.774193548,2.168842354,2114.16129,91.09,4.51,189.53,0.0668,0.23,25365.69,20542.66,12034.53,6307.05,3109.36,564.94,209.79,44.01
36,100,Figure_36,Figure_100,0.838709677,2.313380043,2617.483871,139.03,4.93,202.66,0.1009,0.29,28230.57,21965.76,12558.61,6540.73,3229.79,546.25,182.31,48.23
36,103,Figure_36,Figure_103,0.84375,2.32506966,1962.4375,148.49,5,203.77,0.0931,0.14,27885.88,21588.8,12360.39,6542.14,3152.62,461.71,150.81,43.3
36,106,Figure_36,Figure_106,0.857142857,2.356418442,2030.257143,140.81,4.95,215.91,0.1094,0.27,27652.23,21904.82,12893.97,6802.68,3454.99,617.8,197.62,52.55
36,107,Figure_36,Figure_107,0.885714286,2.424715714,2120.114286,140.45,4.94,224.04,0.1075,0.28,28191.8,21928.84,13051.18,6828.69,3346.18,558.05,181.93,48.74
36,108,Figure_36,Figure_108,0.939393939,2.558430383,2679.636364,132.4,4.89,186.81,0.0736,0.14,27414.67,20514.4,11107.54,5835.21,2878.65,445.33,148.29,44.49
36,116,Figure_36,Figure_116,0.90625,2.47502377,2032.1875,150.94,5.02,189.18,0.0866,0.44,26301.47,20445.67,11963.97,6306.17,3336.14,592.76,189.39,49.43
36,117,Figure_36,Figure_117,0.8125,2.253534787,2208.09375,165.98,5.11,225.47,0.1622,0.29,28659.88,23519.34,14471.71,7588.47,3785.71,629.3,205,53.05
36,23,Figure_36,Figure_23,0.970588235,2.639496647,2418.029412,115.42,4.75,236.46,0.1458,0.34,31597.01,23895.32,13927.64,7252,3542.6,611.58,196.99,49.43
36,266,Figure_36,Figure_266,0.857142857,2.356418442,2949,181.3,5.2,222.74,0.1121,0.15,29586.03,24287.78,14435.78,7544.69,3652.53,552.4,176.17,45.21
36,31,Figure_36,Figure_31,0.78125,2.184200811,2024.59375,175.01,5.16,220.45,0.1269,0.2,28837.03,24158.65,14267.17,7465.37,3675.41,615.58,204.4,50.23
36,32,Figure_36,Figure_32,0.911764706,2.488710503,2053.970588,199.48,5.3,211.01,0.1195,0.49,27893.15,23155.15,14167.5,7391.49,3821.27,672.88,235.96,54.27
36,39,Figure_36,Figure_39,0.848484848,2.336104616,2654.484848,172.56,5.15,216.55,0.0974,0.14,28734.03,22736.49,13458.68,6983.34,3415.75,510.87,166.3,42.89
36,43,Figure_36,Figure_43,0.702702703,2.019202644,2684.972973,162.23,5.09,185.93,0.0701,0.11,27370.98,20804.36,11781.33,6198.28,3069.52,482.09,162.02,47.92
36,44,Figure_36,Figure_44,0.828571429,2.290044911,2068.971429,163.26,5.1,173.73,0.0653,0.17,26886.71,19249.35,10732.86,5651.61,2814.99,444.4,140.79,38.81
36,48,Figure_36,Figure_48,0.891891892,2.439741014,1905.675676,155.5,5.05,205.59,0.1175,0.18,28731.74,22363.21,13128.03,6949.41,3393.2,627.16,226.67,59.18
36,56,Figure_36,Figure_56,0.75,2.117000017,2746.777778,165.39,5.11,178.74,0.0653,0.16,26991.76,20000,11065.82,5852.14,2914.47,494.57,154.07,42.13
36,61,Figure_36,Figure_61,0.857142857,2.356418442,2378,197.51,5.29,224.83,0.1383,0.26,30600.41,24319.1,13903.28,7056.38,3481.88,606.1,205.52,49.11
36,76,Figure_36,Figure_76,0.787878788,2.198727509,2983.939394,167.11,5.12,211.3,0.1061,0.28,30083.66,23809.32,13605.46,7046.74,3468,527.59,162.18,41.53
36,83,Figure_36,Figure_83,0.84375,2.32506966,1781.96875,174,5.16,180.69,0.0566,0.08,26164.9,19456.13,11020.84,5855.35,3005.25,458.22,142.35,39.97
36,85,Figure_36,Figure_85,0.90625,2.47502377,3338.125,163.08,5.09,206.94,0.0968,0.38,28830.77,22955.1,13174.38,6900.06,3491.76,589.5,188.55,46.33
36,90,Figure_36,Figure_90,0.857142857,2.356418442,2797.828571,152.32,5.03,186.28,0.0986,0.21,26707.86,20588.29,12062.37,6375.58,3247.21,549.84,173.56,45.85
39,100,Figure_39,Figure_100,0.878787879,2.407979175,2287.575758,114.74,4.74,189.12,0.0815,0.26,26852.56,20659.48,12426.72,6440.04,3215.31,470.6,156.98,40.21
39,103,Figure_39,Figure_103,0.529411765,1.697933231,2118.264706,62.53,4.14,166.25,0.05,0.03,25697.12,18385.4,10060.39,5127.78,2437.04,332.02,117.58,27.11
39,116,Figure_39,Figure_116,0.705882353,2.02563322,2134.117647,71.72,4.27,217.44,0.0678,0.58,25316.72,20894.62,13552.09,6980.75,3631.99,540.3,172.55,42.72
39,44,Figure_39,Figure_44,0.8125,2.253534787,2657.375,122.22,4.81,195.62,0.0797,0.26,26452.13,21108.21,12483.46,6417.46,3207.73,438.38,143.59,36.46
43,100,Figure_43,Figure_100,0.764705882,2.14836241,1999.147059,96.85,4.57,180.98,0.074,0.3,25514.61,19240.1,10624.17,5460.98,2587.18,422.89,161.96,42.39
43,103,Figure_43,Figure_103,0.571428571,1.770794952,1776.821429,91.72,4.52,193.68,0.0589,0.19,26641.06,20740.31,11804.42,6175.65,2991.28,435.49,142.45,35.24
43,116,Figure_43,Figure_116,0.823529412,2.278527525,2691.058824,100.98,4.61,160.12,0.0409,0.19,22745.93,17187.66,10433.11,5594.26,2777.94,429.05,153.58,39.11
43,39,Figure_43,Figure_39,0.71875,2.051866773,2582.53125,88.61,4.48,209.18,0.0693,0.19,27184.73,22014.99,13133.53,6715.19,3349.49,478.92,164.67,36.47
43,44,Figure_43,Figure_44,0.676470588,1.966923384,2547.823529,106.25,4.67,144.86,0.0277,0.03,24511.41,17517.47,9063.41,4794.54,2337.5,412,152.67,38.69
43,76,Figure_43,Figure_76,0.8,2.225540928,3108.628571,112.12,4.72,184.16,0.0769,0.17,28669.35,22353.69,12525.89,6551.17,3267.48,494.63,174.34,47.84
44,103,Figure_44,Figure_103,0.710526316,2.035062063,3317.052632,110.62,4.71,184.06,0.0758,0.26,25339.11,19571.96,11426.04,5940.58,2876.3,421.19,138.79,36.41
44,116,Figure_44,Figure_116,0.666666667,1.947734042,3217.424242,118.41,4.77,163.13,0.0383,0.14,23720.22,18724.36,10116.09,5369.69,2669.76,435.25,150.33,35.46
48,100,Figure_48,Figure_100,0.65625,1.92755045,2859.40625,66.11,4.19,184.43,0.0596,0.15,25615.68,19482.41,11397.58,5997.23,2850.38,473.59,193.51,44.83
48,103,Figure_48,Figure_103,0.805555556,2.237939454,2597.777778,86.25,4.46,182.97,0.0727,0.13,26128.94,19954.54,11758.73,6154.66,2941.48,517.16,185.09,39.57
48,116,Figure_48,Figure_116,0.771428571,2.162853838,2999.028571,92.26,4.52,170.81,0.0583,0.26,23367.05,18050.77,11041.56,5849.38,2902.84,488.78,194.12,46.88
48,39,Figure_48,Figure_39,0.764705882,2.14836241,2652.764706,101.18,4.62,190.84,0.0907,0.18,27134.57,21184.38,13068.74,6759.16,3326.87,555.87,210.87,42.66
48,43,Figure_48,Figure_43,0.735294118,2.086095461,2365.470588,86.72,4.46,198.42,0.0856,0.14,26776.8,21877.26,13424.74,7052.55,3330.23,470.38,153.67,36.89
48,44,Figure_48,Figure_44,0.757575758,2.1330988,2631.424242,70.79,4.26,190.62,0.0968,0.17,25912.22,20861.78,12070.14,6351.94,3057.91,554.58,214.16,49.56
48,76,Figure_48,Figure_76,0.852941176,2.346538295,2334.647059,82.66,4.41,204.54,0.0951,0.14,28958.86,23121.83,13162.27,6841.34,3298.67,562.92,221.84,54.97
56,100,Figure_56,Figure_100,0.580645161,1.787191085,2523.806452,106.71,4.67,174.16,0.0584,0.2,24737.69,18334.21,9984.56,5194.29,2483.45,393.92,142.26,38.93
56,103,Figure_56,Figure_103,0.871794872,2.3911989,2625.384615,88.27,4.48,163.62,0.0523,0.22,24567.02,17791.76,10253.17,5370.49,2697.43,437.32,147.55,38.73
56,106,Figure_56,Figure_106,0.694444444,2.002596211,2937.861111,110.73,4.71,189.79,0.0686,0.36,25209.54,19657.99,10948.26,5704.97,2846.91,437.76,149.97,36.74
56,107,Figure_56,Figure_107,0.911764706,2.488710503,1780.323529,114.32,4.74,185.77,0.0662,0.46,24972.02,18266.73,10658.96,5627.76,2819.17,445.75,152.64,37.87
56,108,Figure_56,Figure_108,0.769230769,2.158105533,3422,73.72,4.3,171.21,0.0534,0.11,23837.55,17311.16,9956.99,5299.45,2627.04,464.98,158.93,43.41
56,116,Figure_56,Figure_116,0.818181818,2.266375406,2191.575758,91.33,4.51,163.02,0.031,0.17,22921.37,17537.51,9961.25,5353.78,2643.28,392.93,139.24,36.12
56,23,Figure_56,Figure_23,0.935483871,2.548446279,1765.064516,136.01,4.91,205.57,0.1133,0.49,28730.81,21154.07,12385.69,6449.68,3282.93,512.73,166.25,41.14
56,39,Figure_56,Figure_39,0.875,2.398875294,2703.78125,103.12,4.64,184.93,0.0611,0.24,25397.81,19284.58,11460.72,5837.19,2977.61,438.66,146.06,37.44
56,43,Figure_56,Figure_43,0.685714286,1.985189322,2962.742857,113.45,4.73,153.26,0.0282,0.09,24887.62,18265.69,9867.77,5274.25,2579.05,408.81,150.83,39.58
56,44,Figure_56,Figure_44,0.777777778,2.176629932,2794.527778,143.2,4.96,136.03,0.0332,0.06,22691.93,15508.77,8204.94,4383.37,2165.99,340.68,117.22,29.97
56,48,Figure_56,Figure_48,0.6,1.8221188,2597.485714,101.72,4.62,175.63,0.0648,0.13,25496.77,20192.23,11297.62,6006.46,2865.23,537.81,209.19,51.39
56,76,Figure_56,Figure_76,0.888888889,2.432425455,2283.638889,114.9,4.74,194.04,0.0684,0.17,28516.09,22987.98,12926.89,6762.24,3350.39,511.99,156.73,41.06
56,83,Figure_56,Figure_83,0.638888889,1.894374849,2511.861111,80.2,4.38,153.46,0.0338,0.02,23460.48,17232.02,9530.54,5078.61,2494.09,382.12,127.83,32.53
60,100,Figure_60,Figure_100,0.9,2.459603111,2623.8,86.6,4.46,216.5,0.1062,0.25,29004.1,23202.07,13648.24,7098.01,3491.57,492.6,187,47.87
60,101,Figure_60,Figure_101,0.885714286,2.424715714,2089.914286,71.72,4.27,230.73,0.1401,0.15,29671.09,23938.16,13859.18,7232.7,3710.87,549.68,178.94,45.6
60,103,Figure_60,Figure_103,0.888888889,2.432425455,3097.277778,70.15,4.25,217.53,0.1391,0.36,28691.71,23704.06,14740.12,7615.34,3816.49,562.32,183.64,44.78
60,104,Figure_60,Figure_104,0.647058824,1.909915163,2902.794118,83.33,4.42,206.57,0.1205,0.13,30377.45,23750.8,14115.28,7289.88,3554.33,477.27,159.82,43.55
60,106,Figure_60,Figure_106,0.848484848,2.336104616,1519.575758,94.53,4.55,226.63,0.1284,0.47,28898.2,23785.7,14278.89,7425.34,3769.26,583.91,203.48,50.88
60,107,Figure_60,Figure_107,0.806451613,2.239945674,2475.064516,80.01,4.38,227.39,0.1304,0.6,29805.48,24119.03,14426.27,7440.34,3766.11,560.59,200.31,46.83
60,108,Figure_60,Figure_108,0.727272727,2.069429007,2746.484848,67.93,4.22,185.18,0.083,0.15,27509.25,20384.81,12045.93,6351.07,3164.22,537.29,183.09,51.78
60,116,Figure_60,Figure_116,0.783783784,2.189742121,3058.405405,72.69,4.29,193.64,0.0898,0.11,27223.77,21787.48,13060.29,6904.72,3626.61,519.97,181.44,44.64
60,117,Figure_60,Figure_117,0.78125,2.184200811,2895.71875,55.39,4.01,227.47,0.1399,0.19,29568.37,23855.06,14744.2,7764.88,3941.39,510.76,168.33,42.18
60,23,Figure_60,Figure_23,0.882352941,2.41657909,1916.558824,129.25,4.86,239.39,0.1819,0.63,32808.25,25894.92,15346.58,7834.35,3887.45,586.05,208.9,49.22
60,234,Figure_60,Figure_234,0.742857143,2.101932465,2377.428571,99.14,4.6,236.5,0.1482,0.15,32443.4,26073.43,15289.35,7990.35,3904.01,541.74,177.55,41.55
60,266,Figure_60,Figure_266,0.967741935,2.631994529,2480.258065,72.61,4.29,248.9,0.1568,0.23,30993.2,26749.53,16415.29,8367.11,4171.4,562.75,186.58,45.86
60,31,Figure_60,Figure_31,0.757575758,2.1330988,3331.848485,76.74,4.34,239.7,0.1553,0.18,29450.28,24797.49,15762.55,8174.82,4271.13,501.25,147.94,35.66
60,32,Figure_60,Figure_32,0.852941176,2.346538295,2779.5,84.63,4.44,213,0.0927,0.14,28541.12,22706.35,13761.74,7266.9,3724.84,555.07,175.45,39.97
60,36,Figure_60,Figure_36,0.764705882,2.14836241,2782,146.75,4.99,210.13,0.1204,0.28,30042.74,23336.26,13463.79,6977.25,3540.67,592.53,199.08,52.56
60,39,Figure_60,Figure_39,0.757575758,2.1330988,2407.69697,98.61,4.59,222.4,0.1337,0.37,29684.54,24460.59,15281.06,7756.49,3968.53,568.43,197.38,41.86
60,43,Figure_60,Figure_43,0.806451613,2.239945674,2049.516129,98.45,4.59,193.87,0.117,0.16,29096.3,22433.4,13564.36,7147.41,3594.98,472.87,137.85,31.17
60,44,Figure_60,Figure_44,0.794117647,2.21248794,2893.882353,97.3,4.58,198.58,0.1204,0.12,27885.91,22075.42,13701.54,7060.41,3566.13,513.34,183.76,45.46
60,48,Figure_60,Figure_48,0.666666667,1.947734042,2212.818182,73.16,4.29,214.75,0.1158,0.15,30052.64,24439.9,14296.75,7496.99,3730.93,517,161.74,41.66
60,56,Figure_60,Figure_56,0.8,2.225540928,2629.057143,83.86,4.43,194.12,0.0935,0.09,27296.23,21833.38,13385.03,6963.06,3517.22,517.28,181.7,45.92
60,61,Figure_60,Figure_61,0.75,2.117000017,2978.71875,69.8,4.25,212.41,0.0824,0.02,30306.97,23547.17,13044.93,6638.44,3250.84,506.04,161.72,40.71
