subj,obj,Skeleton,Acc,RT,GBJ,GIST,HMAX,fc6
7021,31,30,1,1436.611111,145.4801846,0.412019651,26.74500084,243.56546
7021,31,40,0.944444444,1245.235294,163.4014972,0.578488109,29.18827057,273.14685
7021,31,50,0.941176471,1224.8125,175.5941771,0.747053951,29.86698723,303.57336
7021,32,0,1,1209.611111,0,0,0,0
7021,32,10,0.875,978.9285714,78.32280687,0.098282101,8.373310089,116.62663
7021,32,20,0.833333333,1003.466667,129.0529337,0.318555391,12.99932289,173.94518
7021,32,30,0.944444444,1098.764706,152.4099353,0.540363946,15.78835201,224.47699
7021,32,40,1,1286.055556,167.402071,0.748743207,18.20854378,259.89331
7021,32,50,1,1006.444444,181.5022535,1,21.97107124,299.90948
7022,23,0,0.944444444,952.2352941,0,0,0,0
7022,23,10,0.722222222,746.7692308,88.54530181,0.066586619,11.71647549,138.62802
7022,23,20,0.833333333,774.9333333,182.2247985,0.126638647,19.27995491,244.02626
7022,23,30,0.777777778,700.8571429,206.7809175,0.168836283,24.30709267,310.58539
7022,23,40,0.388888889,751.2857143,235.4832606,0.290684197,28.38534355,375.09525
7022,23,50,0.588235294,829.3,230.9992442,0.539062793,29.92738152,393.81564
7022,31,0,1,734.5,0,0,0,0
7022,31,10,0.888888889,772.875,63.99197139,0.079880522,11.32691383,138.50137
7022,31,20,0.722222222,829.6923077,108.6271328,0.238485953,19.58734894,192.91887
7022,31,30,0.470588235,823.125,145.4801846,0.412019651,26.74500084,243.56546
7022,31,40,0.333333333,789,163.4014972,0.578488109,29.18827057,273.14685
7022,31,50,0.529411765,785.7777778,175.5941771,0.747053951,29.86698723,303.57336
7022,32,0,0.944444444,868.5882353,0,0,0,0
7022,32,10,0.833333333,857.4,78.32280687,0.098282101,8.373310089,116.62663
7022,32,20,0.611111111,779,129.0529337,0.318555391,12.99932289,173.94518
7022,32,30,0.777777778,730.7857143,152.4099353,0.540363946,15.78835201,224.47699
7022,32,40,0.5,788.8888889,167.402071,0.748743207,18.20854378,259.89331
7022,32,50,0.823529412,703.8571429,181.5022535,1,21.97107124,299.90948
7023,23,0,1,1502.611111,0,0,0,0
7023,23,10,0.944444444,2003.823529,88.54530181,0.066586619,11.71647549,138.62802
7023,23,20,0.875,1537.071429,182.2247985,0.126638647,19.27995491,244.02626
7023,23,30,0.75,1619,206.7809175,0.168836283,24.30709267,310.58539
7023,23,40,0.2,2631.333333,235.4832606,0.290684197,28.38534355,375.09525
7023,23,50,0.117647059,4754.5,230.9992442,0.539062793,29.92738152,393.81564
7023,31,0,1,1163.944444,0,0,0,0
7023,31,10,0.944444444,1299.823529,63.99197139,0.079880522,11.32691383,138.50137
7023,31,20,1,1628.777778,108.6271328,0.238485953,19.58734894,192.91887
7023,31,30,0.833333333,2063,145.4801846,0.412019651,26.74500084,243.56546
7023,31,40,0.764705882,1571,163.4014972,0.578488109,29.18827057,273.14685
7023,31,50,0.833333333,2488,175.5941771,0.747053951,29.86698723,303.57336
7023,32,0,1,1002.722222,0,0,0,0
7023,32,10,0.888888889,1037.5625,78.32280687,0.098282101,8.373310089,116.62663
7023,32,20,0.9375,878.8,129.0529337,0.318555391,12.99932289,173.94518
7023,32,30,1,1367.611111,152.4099353,0.540363946,15.78835201,224.47699
7023,32,40,1,1490.888889,167.402071,0.748743207,18.20854378,259.89331
7023,32,50,0.944444444,2215.647059,181.5022535,1,21.97107124,299.90948
7024,23,0,0.785714286,6291,0,0,0,0
7024,23,10,1,6475.857143,88.54530181,0.066586619,11.71647549,138.62802
7024,23,20,0.625,5709.9,182.2247985,0.126638647,19.27995491,244.02626
7024,23,30,0.769230769,6481.3,206.7809175,0.168836283,24.30709267,310.58539
7024,23,40,0.357142857,5133.8,235.4832606,0.290684197,28.38534355,375.09525
7024,23,50,0.5,7959.875,230.9992442,0.539062793,29.92738152,393.81564
7024,31,0,1,5428.0625,0,0,0,0
7024,31,10,0.769230769,6501.4,63.99197139,0.079880522,11.32691383,138.50137
7024,31,20,0.6,7645.666667,108.6271328,0.238485953,19.58734894,192.91887
7024,31,30,0.615384615,5643,145.4801846,0.412019651,26.74500084,243.56546
7024,31,40,0.5,7516.142857,163.4014972,0.578488109,29.18827057,273.14685
7024,31,50,0.615384615,6393.625,175.5941771,0.747053951,29.86698723,303.57336
7024,32,0,1,3473.230769,0,0,0,0
7024,32,10,0.705882353,4702.083333,78.32280687,0.098282101,8.373310089,116.62663
7024,32,20,0.571428571,4500,129.0529337,0.318555391,12.99932289,173.94518
7024,32,30,0.588235294,5234,152.4099353,0.540363946,15.78835201,224.47699
7024,32,40,0.6,4922.333333,167.402071,0.748743207,18.20854378,259.89331
7024,32,50,0.5,7107.833333,181.5022535,1,21.97107124,299.90948
7025,23,0,0.714285714,663.8,0,0,0,0
7025,23,10,0.823529412,716.3571429,88.54530181,0.066586619,11.71647549,138.62802
7025,23,20,0.777777778,575.2142857,182.2247985,0.126638647,19.27995491,244.02626
7025,23,30,0.882352941,643.3333333,206.7809175,0.168836283,24.30709267,310.58539
7025,23,40,0.5,671.4285714,235.4832606,0.290684197,28.38534355,375.09525
7025,23,50,0.133333333,519.5,230.9992442,0.539062793,29.92738152,393.81564
7025,31,0,0.941176471,783.25,0,0,0,0
7025,31,10,0.733333333,721.7272727,63.99197139,0.079880522,11.32691383,138.50137
7025,31,20,0.777777778,706.8571429,108.6271328,0.238485953,19.58734894,192.91887
7025,31,30,0.470588235,476.75,145.4801846,0.412019651,26.74500084,243.56546
7025,31,40,0.333333333,453.8333333,163.4014972,0.578488109,29.18827057,273.14685
7025,31,50,0.333333333,444,175.5941771,0.747053951,29.86698723,303.57336
7025,32,0,0.75,691.6666667,0,0,0,0
7025,32,10,0.8125,684.0769231,78.32280687,0.098282101,8.373310089,116.62663
7025,32,20,0.8125,675.3846154,129.0529337,0.318555391,12.99932289,173.94518
7025,32,30,0.5625,871.6666667,152.4099353,0.540363946,15.78835201,224.47699
7025,32,40,0.75,685.0833333,167.402071,0.748743207,18.20854378,259.89331
7025,32,50,0.764705882,540.1538462,181.5022535,1,21.97107124,299.90948
7026,23,0,0.647058824,2589.818182,0,0,0,0
7026,23,10,0.625,3300.4,88.54530181,0.066586619,11.71647549,138.62802
7026,23,20,0.375,2716.5,182.2247985,0.126638647,19.27995491,244.02626
7026,23,30,0.055555556,1639,206.7809175,0.168836283,24.30709267,310.58539
7026,23,40,0,NA,235.4832606,0.290684197,28.38534355,375.09525
7026,23,50,0.055555556,1715,230.9992442,0.539062793,29.92738152,393.81564
7026,31,0,0.833333333,1990,0,0,0,0
7026,31,10,0.875,2432.857143,63.99197139,0.079880522,11.32691383,138.50137
7026,31,20,0.533333333,3875.875,108.6271328,0.238485953,19.58734894,192.91887
7026,31,30,0.411764706,2811.571429,145.4801846,0.412019651,26.74500084,243.56546
7026,31,40,0.294117647,3228.8,163.4014972,0.578488109,29.18827057,273.14685
7026,31,50,0,NA,175.5941771,0.747053951,29.86698723,303.57336
7026,32,0,0.944444444,1556.529412,0,0,0,0
7026,32,10,0.944444444,1656.176471,78.32280687,0.098282101,8.373310089,116.62663
7026,32,20,0.764705882,2015.461538,129.0529337,0.318555391,12.99932289,173.94518
7026,32,30,0.823529412,2655,152.4099353,0.540363946,15.78835201,224.47699
7026,32,40,0.5,3042.333333,167.402071,0.748743207,18.20854378,259.89331
7026,32,50,0.388888889,1818.285714,181.5022535,1,21.97107124,299.90948
7027,23,0,0.888888889,1384.875,0,0,0,0
7027,23,10,0.888888889,1129.25,88.54530181,0.066586619,11.71647549,138.62802
7027,23,20,0.5,1561.555556,182.2247985,0.126638647,19.27995491,244.02626
7027,23,30,0.117647059,1376,206.7809175,0.168836283,24.30709267,310.58539
7027,23,40,0,NA,235.4832606,0.290684197,28.38534355,375.09525
7027,23,50,0,NA,230.9992442,0.539062793,29.92738152,393.81564
7027,31,0,0.888888889,1830.9375,0,0,0,0
7027,31,10,0.888888889,1360.25,63.99197139,0.079880522,11.32691383,138.50137
7027,31,20,0.666666667,2262.083333,108.6271328,0.238485953,19.58734894,192.91887
7027,31,30,0.555555556,1605.4,145.4801846,0.412019651,26.74500084,243.56546
7027,31,40,0.470588235,1472.375,163.4014972,0.578488109,29.18827057,273.14685
7027,31,50,0.529411765,2339.222222,175.5941771,0.747053951,29.86698723,303.57336
7027,32,0,0.888888889,1357.4375,0,0,0,0
7027,32,10,0.882352941,1496.733333,78.32280687,0.098282101,8.373310089,116.62663
7027,32,20,0.6,1802.222222,129.0529337,0.318555391,12.99932289,173.94518
7027,32,30,0.529411765,1389.666667,152.4099353,0.540363946,15.78835201,224.47699
7027,32,40,0.277777778,1245.2,167.402071,0.748743207,18.20854378,259.89331
7027,32,50,0.176470588,1030,181.5022535,1,21.97107124,299.90948
7028,23,0,1,880.6666667,0,0,0,0
7028,23,10,1,825.1666667,88.54530181,0.066586619,11.71647549,138.62802
7028,23,20,1,802.5,182.2247985,0.126638647,19.27995491,244.02626
7028,23,30,1,728.9444444,206.7809175,0.168836283,24.30709267,310.58539
7028,23,40,1,822,235.4832606,0.290684197,28.38534355,375.09525
7028,23,50,1,1047.944444,230.9992442,0.539062793,29.92738152,393.81564
7028,31,0,0.944444444,993.4705882,0,0,0,0
7028,31,10,0.888888889,1089.1875,63.99197139,0.079880522,11.32691383,138.50137
7028,31,20,0.944444444,1099,108.6271328,0.238485953,19.58734894,192.91887
7028,31,30,1,1131.111111,145.4801846,0.412019651,26.74500084,243.56546
7028,31,40,0.875,1070.142857,163.4014972,0.578488109,29.18827057,273.14685
7028,31,50,1,991.2941176,175.5941771,0.747053951,29.86698723,303.57336
7028,32,0,0.944444444,898.1176471,0,0,0,0
7028,32,10,0.941176471,936.0625,78.32280687,0.098282101,8.373310089,116.62663
7028,32,20,0.888888889,909,129.0529337,0.318555391,12.99932289,173.94518
7028,32,30,0.833333333,862.2,152.4099353,0.540363946,15.78835201,224.47699
7028,32,40,0.882352941,880.2,167.402071,0.748743207,18.20854378,259.89331
7028,32,50,0.833333333,1183.933333,181.5022535,1,21.97107124,299.90948
7029,23,0,1,599.1111111,0,0,0,0
7029,23,10,1,585.2222222,88.54530181,0.066586619,11.71647549,138.62802
7029,23,20,1,710.9444444,182.2247985,0.126638647,19.27995491,244.02626
7029,23,30,1,674.9444444,206.7809175,0.168836283,24.30709267,310.58539
7029,23,40,0.941176471,706.1875,235.4832606,0.290684197,28.38534355,375.09525
7029,23,50,0.888888889,831.625,230.9992442,0.539062793,29.92738152,393.81564
7029,31,0,0.705882353,901.8333333,0,0,0,0
7029,31,10,0.666666667,689.3333333,63.99197139,0.079880522,11.32691383,138.50137
7029,31,20,0.611111111,815.3636364,108.6271328,0.238485953,19.58734894,192.91887
7029,31,30,0.411764706,881.1428571,145.4801846,0.412019651,26.74500084,243.56546
7029,31,40,0.529411765,873.2222222,163.4014972,0.578488109,29.18827057,273.14685
7029,31,50,0.470588235,979.75,175.5941771,0.747053951,29.86698723,303.57336
7029,32,0,1,727.3888889,0,0,0,0
7029,32,10,0.944444444,701.9411765,78.32280687,0.098282101,8.373310089,116.62663
7029,32,20,1,645.7058824,129.0529337,0.318555391,12.99932289,173.94518
7029,32,30,0.944444444,781.5294118,152.4099353,0.540363946,15.78835201,224.47699
7029,32,40,0.882352941,766.2666667,167.402071,0.748743207,18.20854378,259.89331
7029,32,50,0.882352941,679.0666667,181.5022535,1,21.97107124,299.90948
7030,23,0,1,671.5294118,0,0,0,0
7030,23,10,0.944444444,746.3529412,88.54530181,0.066586619,11.71647549,138.62802
7030,23,20,1,706.3529412,182.2247985,0.126638647,19.27995491,244.02626
7030,23,30,0.888888889,824.6875,206.7809175,0.168836283,24.30709267,310.58539
7030,23,40,0.5,989.125,235.4832606,0.290684197,28.38534355,375.09525
7030,23,50,0.352941176,1012,230.9992442,0.539062793,29.92738152,393.81564
7030,31,0,0.722222222,1007.615385,0,0,0,0
7030,31,10,0.833333333,917.9333333,63.99197139,0.079880522,11.32691383,138.50137
7030,31,20,0.823529412,1029.428571,108.6271328,0.238485953,19.58734894,192.91887
7030,31,30,0.647058824,926.0909091,145.4801846,0.412019651,26.74500084,243.56546
7030,31,40,0.25,853.75,163.4014972,0.578488109,29.18827057,273.14685
7030,31,50,0.277777778,1087.6,175.5941771,0.747053951,29.86698723,303.57336
7030,32,0,0.9375,757.9333333,0,0,0,0
7030,32,10,1,827.5,78.32280687,0.098282101,8.373310089,116.62663
7030,32,20,1,707.6666667,129.0529337,0.318555391,12.99932289,173.94518
7030,32,30,0.944444444,792,152.4099353,0.540363946,15.78835201,224.47699
7030,32,40,0.9375,858.8,167.402071,0.748743207,18.20854378,259.89331
7030,32,50,0.944444444,941,181.5022535,1,21.97107124,299.90948
7031,23,0,0.833333333,731.3333333,0,0,0,0
7031,23,10,0.944444444,788.7058824,88.54530181,0.066586619,11.71647549,138.62802
7031,23,20,0.882352941,733.6666667,182.2247985,0.126638647,19.27995491,244.02626
7031,23,30,0.666666667,820.5,206.7809175,0.168836283,24.30709267,310.58539
7031,23,40,0.625,725.7,235.4832606,0.290684197,28.38534355,375.09525
7031,23,50,0.3125,916.8,230.9992442,0.539062793,29.92738152,393.81564
7031,31,0,0.470588235,777.625,0,0,0,0
7031,31,10,0.5,882.375,63.99197139,0.079880522,11.32691383,138.50137
7031,31,20,0.333333333,745.6666667,108.6271328,0.238485953,19.58734894,192.91887
7031,31,30,0.0625,498,145.4801846,0.412019651,26.74500084,243.56546
7031,31,40,0.117647059,954.5,163.4014972,0.578488109,29.18827057,273.14685
7031,31,50,0.055555556,564,175.5941771,0.747053951,29.86698723,303.57336
7031,32,0,0.944444444,717.8823529,0,0,0,0
7031,32,10,0.944444444,681.1764706,78.32280687,0.098282101,8.373310089,116.62663
7031,32,20,0.944444444,665.3529412,129.0529337,0.318555391,12.99932289,173.94518
7031,32,30,1,693.2222222,152.4099353,0.540363946,15.78835201,224.47699
7031,32,40,1,700.7222222,167.402071,0.748743207,18.20854378,259.89331
7031,32,50,1,662.0555556,181.5022535,1,21.97107124,299.90948
7033,23,0,1,1753.055556,0,0,0,0
7033,23,10,1,1428.111111,88.54530181,0.066586619,11.71647549,138.62802
7033,23,20,0.944444444,2087.058824,182.2247985,0.126638647,19.27995491,244.02626
7033,23,30,0.777777778,2832.785714,206.7809175,0.168836283,24.30709267,310.58539
7033,23,40,0.666666667,2755.5,235.4832606,0.290684197,28.38534355,375.09525
7033,23,50,0.214285714,3292,230.9992442,0.539062793,29.92738152,393.81564
7033,31,0,0.722222222,2222.846154,0,0,0,0
7033,31,10,0.857142857,2361.833333,63.99197139,0.079880522,11.32691383,138.50137
7033,31,20,0.705882353,3031.75,108.6271328,0.238485953,19.58734894,192.91887
7033,31,30,0.6,2794.222222,145.4801846,0.412019651,26.74500084,243.56546
7033,31,40,0.5,3638.444444,163.4014972,0.578488109,29.18827057,273.14685
7033,31,50,0.333333333,4249.2,175.5941771,0.747053951,29.86698723,303.57336
7033,32,0,0.941176471,1220.9375,0,0,0,0
7033,32,10,1,1193.888889,78.32280687,0.098282101,8.373310089,116.62663
7033,32,20,1,1237.166667,129.0529337,0.318555391,12.99932289,173.94518
7033,32,30,1,1306.722222,152.4099353,0.540363946,15.78835201,224.47699
7033,32,40,0.941176471,1288.5,167.402071,0.748743207,18.20854378,259.89331
7033,32,50,1,1399.294118,181.5022535,1,21.97107124,299.90948
7034,23,0,1,1013.055556,0,0,0,0
7034,23,10,1,1101.777778,88.54530181,0.066586619,11.71647549,138.62802
7034,23,20,0.888888889,1307.6875,182.2247985,0.126638647,19.27995491,244.02626
7034,23,30,0.875,1179.785714,206.7809175,0.168836283,24.30709267,310.58539
7034,23,40,0.5625,1030.666667,235.4832606,0.290684197,28.38534355,375.09525
7034,23,50,0.722222222,887.2307692,230.9992442,0.539062793,29.92738152,393.81564
7034,31,0,0.944444444,1152.941176,0,0,0,0
7034,31,10,1,1488.5,63.99197139,0.079880522,11.32691383,138.50137
7034,31,20,0.944444444,1530.588235,108.6271328,0.238485953,19.58734894,192.91887
7034,31,30,0.9375,1523.266667,145.4801846,0.412019651,26.74500084,243.56546
7034,31,40,0.764705882,1233.538462,163.4014972,0.578488109,29.18827057,273.14685
7034,31,50,0.882352941,1335.4,175.5941771,0.747053951,29.86698723,303.57336
7034,32,0,0.944444444,1293.411765,0,0,0,0
7034,32,10,1,1285.277778,78.32280687,0.098282101,8.373310089,116.62663
7034,32,20,0.833333333,1281.133333,129.0529337,0.318555391,12.99932289,173.94518
7034,32,30,0.888888889,1310.625,152.4099353,0.540363946,15.78835201,224.47699
7034,32,40,0.764705882,1389,167.402071,0.748743207,18.20854378,259.89331
7034,32,50,0.705882353,1587.083333,181.5022535,1,21.97107124,299.90948
7036,23,0,1,2073,0,0,0,0
7036,23,10,1,2223.176471,88.54530181,0.066586619,11.71647549,138.62802
7036,23,20,0.882352941,1996.466667,182.2247985,0.126638647,19.27995491,244.02626
7036,23,30,0.823529412,2862.857143,206.7809175,0.168836283,24.30709267,310.58539
7036,23,40,0.764705882,2915.923077,235.4832606,0.290684197,28.38534355,375.09525
7036,23,50,0.588235294,4069,230.9992442,0.539062793,29.92738152,393.81564
7036,31,0,0.823529412,2311.428571,0,0,0,0
7036,31,10,0.705882353,3480.5,63.99197139,0.079880522,11.32691383,138.50137
7036,31,20,0.705882353,3850.25,108.6271328,0.238485953,19.58734894,192.91887
7036,31,30,0.666666667,2802.5,145.4801846,0.412019651,26.74500084,243.56546
7036,31,40,0.692307692,3585.555556,163.4014972,0.578488109,29.18827057,273.14685
7036,31,50,0.6875,3554.727273,175.5941771,0.747053951,29.86698723,303.57336
7036,32,0,1,1884.055556,0,0,0,0
7036,32,10,1,1867.352941,78.32280687,0.098282101,8.373310089,116.62663
7036,32,20,1,2353.611111,129.0529337,0.318555391,12.99932289,173.94518
7036,32,30,0.944444444,1877.117647,152.4099353,0.540363946,15.78835201,224.47699
7036,32,40,0.764705882,1629.769231,167.402071,0.748743207,18.20854378,259.89331
7036,32,50,0.8125,2927.692308,181.5022535,1,21.97107124,299.90948
7037,23,0,0.888888889,864.75,0,0,0,0
7037,23,10,0.833333333,1022.666667,88.54530181,0.066586619,11.71647549,138.62802
7037,23,20,0.833333333,904,182.2247985,0.126638647,19.27995491,244.02626
7037,23,30,0.647058824,954.9090909,206.7809175,0.168836283,24.30709267,310.58539
7037,23,40,0.555555556,1197.5,235.4832606,0.290684197,28.38534355,375.09525
7037,23,50,0.444444444,959.75,230.9992442,0.539062793,29.92738152,393.81564
7037,31,0,0.5,1217.888889,0,0,0,0
7037,31,10,0.388888889,963.7142857,63.99197139,0.079880522,11.32691383,138.50137
7037,31,20,0.176470588,1124.666667,108.6271328,0.238485953,19.58734894,192.91887
7037,31,30,0.222222222,938.25,145.4801846,0.412019651,26.74500084,243.56546
7037,31,40,0.058823529,1144,163.4014972,0.578488109,29.18827057,273.14685
7037,31,50,0.166666667,1160.666667,175.5941771,0.747053951,29.86698723,303.57336
7037,32,0,0.888888889,1030.875,0,0,0,0
7037,32,10,0.888888889,1181.8125,78.32280687,0.098282101,8.373310089,116.62663
7037,32,20,0.5625,913,129.0529337,0.318555391,12.99932289,173.94518
7037,32,30,0.470588235,834.375,152.4099353,0.540363946,15.78835201,224.47699
7037,32,40,0.333333333,920.8333333,167.402071,0.748743207,18.20854378,259.89331
7037,32,50,0.222222222,819.75,181.5022535,1,21.97107124,299.90948
7038,23,0,0.944444444,741.4705882,0,0,0,0
7038,23,10,0.888888889,865.3125,88.54530181,0.066586619,11.71647549,138.62802
7038,23,20,0.882352941,898.7333333,182.2247985,0.126638647,19.27995491,244.02626
7038,23,30,0.666666667,744.75,206.7809175,0.168836283,24.30709267,310.58539
7038,23,40,0.5,1036.714286,235.4832606,0.290684197,28.38534355,375.09525
7038,23,50,0,NA,230.9992442,0.539062793,29.92738152,393.81564
7038,31,0,0.555555556,1129.6,0,0,0,0
7038,31,10,0.466666667,946.8571429,63.99197139,0.079880522,11.32691383,138.50137
7038,31,20,0.294117647,931,108.6271328,0.238485953,19.58734894,192.91887
7038,31,30,0.111111111,1009.5,145.4801846,0.412019651,26.74500084,243.56546
7038,31,40,0.125,879,163.4014972,0.578488109,29.18827057,273.14685
7038,31,50,0.058823529,982,175.5941771,0.747053951,29.86698723,303.57336
7038,32,0,0.944444444,731.9411765,0,0,0,0
7038,32,10,1,712.6111111,78.32280687,0.098282101,8.373310089,116.62663
7038,32,20,1,738.7647059,129.0529337,0.318555391,12.99932289,173.94518
7038,32,30,1,704.9444444,152.4099353,0.540363946,15.78835201,224.47699
7038,32,40,0.941176471,830.9375,167.402071,0.748743207,18.20854378,259.89331
7038,32,50,0.941176471,795.3125,181.5022535,1,21.97107124,299.90948
7041,23,0,0.944444444,1035.705882,0,0,0,0
7041,23,10,1,899.8888889,88.54530181,0.066586619,11.71647549,138.62802
7041,23,20,0.882352941,999.2,182.2247985,0.126638647,19.27995491,244.02626
7041,23,30,0.944444444,904.2352941,206.7809175,0.168836283,24.30709267,310.58539
7041,23,40,0.941176471,881.5625,235.4832606,0.290684197,28.38534355,375.09525
7041,23,50,1,888.0588235,230.9992442,0.539062793,29.92738152,393.81564
7041,31,0,0.666666667,1357.833333,0,0,0,0
7041,31,10,0.8125,1460.846154,63.99197139,0.079880522,11.32691383,138.50137
7041,31,20,0.705882353,1385.916667,108.6271328,0.238485953,19.58734894,192.91887
7041,31,30,0.764705882,1233.384615,145.4801846,0.412019651,26.74500084,243.56546
7041,31,40,0.588235294,1585,163.4014972,0.578488109,29.18827057,273.14685
7041,31,50,0.533333333,1394.125,175.5941771,0.747053951,29.86698723,303.57336
7041,32,0,0.888888889,791.875,0,0,0,0
7041,32,10,0.833333333,827.4,78.32280687,0.098282101,8.373310089,116.62663
7041,32,20,0.833333333,776.4,129.0529337,0.318555391,12.99932289,173.94518
7041,32,30,0.944444444,1189.529412,152.4099353,0.540363946,15.78835201,224.47699
7041,32,40,1,1126.888889,167.402071,0.748743207,18.20854378,259.89331
7041,32,50,0.944444444,972.2352941,181.5022535,1,21.97107124,299.90948
7042,23,0,1,777,0,0,0,0
7042,23,10,1,790.3888889,88.54530181,0.066586619,11.71647549,138.62802
7042,23,20,1,877.8888889,182.2247985,0.126638647,19.27995491,244.02626
7042,23,30,0.875,969,206.7809175,0.168836283,24.30709267,310.58539
7042,23,40,0.764705882,906.6153846,235.4832606,0.290684197,28.38534355,375.09525
7042,23,50,0.166666667,837.6666667,230.9992442,0.539062793,29.92738152,393.81564
7042,31,0,0.705882353,1027,0,0,0,0
7042,31,10,0.666666667,1008.1,63.99197139,0.079880522,11.32691383,138.50137
7042,31,20,0.6875,1097,108.6271328,0.238485953,19.58734894,192.91887
7042,31,30,0.411764706,867.8571429,145.4801846,0.412019651,26.74500084,243.56546
7042,31,40,0.375,1368.666667,163.4014972,0.578488109,29.18827057,273.14685
7042,31,50,0.466666667,1049.428571,175.5941771,0.747053951,29.86698723,303.57336
7042,32,0,0.944444444,815.1176471,0,0,0,0
7042,32,10,0.944444444,808.9411765,78.32280687,0.098282101,8.373310089,116.62663
7042,32,20,1,857.8888889,129.0529337,0.318555391,12.99932289,173.94518
7042,32,30,0.944444444,838.4117647,152.4099353,0.540363946,15.78835201,224.47699
7042,32,40,1,764.4444444,167.402071,0.748743207,18.20854378,259.89331
7042,32,50,1,825.0588235,181.5022535,1,21.97107124,299.90948
